"lemon","partOfSpeech","writtenForm(singular)","writtenForm(plural)","preposition","SyntacticFrame","copulativeArg","prepositionalAdjunct","sense","reference","domain","range","value","filename","gram"
"lexicalEntry-4271","noun","minister","minister",,"""NounPPFrame""","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.773859604018864""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4272","noun","minister","minister",,"""NounPPFrame""","domain","range","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.773859604018864""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4273","noun","governor","governor",,"""NounPPFrame""","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.758553363187452""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4274","noun","governor","governor",,"""NounPPFrame""","domain","range","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.758553363187452""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4275","noun","governor of","governor of",,"""NounPPFrame""","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.736021726294658""","dbo:activeYearsEndDate","""""""2-gram"""""""
"lexicalEntry-4276","noun","governor of","governor of",,"""NounPPFrame""","domain","range","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.736021726294658""","dbo:activeYearsEndDate","""""""2-gram"""""""
"lexicalEntry-4277","noun","politician","politician",,"""NounPPFrame""","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.728838194092446""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4278","noun","politician","politician",,"""NounPPFrame""","domain","range","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.728838194092446""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4279","noun","prime","prime",,"""NounPPFrame""","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.721301877820079""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4280","noun","prime","prime",,"""NounPPFrame""","domain","range","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.721301877820079""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4281","noun","prime minister","prime minister",,"""NounPPFrame""","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.720318410238898""","dbo:activeYearsEndDate","""""""2-gram"""""""
"lexicalEntry-4282","noun","prime minister","prime minister",,"""NounPPFrame""","domain","range","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.720318410238898""","dbo:activeYearsEndDate","""""""2-gram"""""""
"lexicalEntry-4283","noun","minister of","minister of",,"""NounPPFrame""","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.70567812915999""","dbo:activeYearsEndDate","""""""2-gram"""""""
"lexicalEntry-4284","noun","minister of","minister of",,"""NounPPFrame""","domain","range","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.70567812915999""","dbo:activeYearsEndDate","""""""2-gram"""""""
"lexicalEntry-4289","noun","representative","representative",,"""NounPPFrame""","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.689452646923252""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4290","noun","representative","representative",,"""NounPPFrame""","domain","range","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.689452646923252""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4291","noun","president","president",,"""NounPPFrame""","range","domain","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.67498968338079""","dbo:activeYearsEndDate","""""""1-gram"""""""
"lexicalEntry-4292","noun","president","president",,"""NounPPFrame""","domain","range","1","dbo:activeYearsEndDate","dbo:Athlete","xsd:date","""0.67498968338079""","dbo:activeYearsEndDate","""""""1-gram"""""""
